,Genre,tempo,total_beats,average_beats,chroma_stft_mean,chroma_stft_std,chroma_stft_var,chroma_cq_mean,chroma_cq_std,chroma_cq_var,chroma_cens_mean,chroma_cens_std,chroma_cens_var,melspectrogram_mean,melspectrogram_std,melspectrogram_var,mfcc_mean,mfcc_std,mfcc_var,mfcc_delta_mean,mfcc_delta_std,mfcc_delta_var,rmse_mean,rmse_std,rmse_var,cent_mean,cent_std,cent_var,spec_bw_mean,spec_bw_std,spec_bw_var,contrast_mean,contrast_std,contrast_var,rolloff_mean,rolloff_std,rolloff_var,poly_mean,poly_std,poly_var,tonnetz_mean,tonnetz_std,tonnetz_var,zcr_mean,zcr_std,zcr_var,harm_mean,harm_std,harm_var,perc_mean,perc_std,perc_var,frame_mean,frame_std,frame_var,Genre
694,hiphop,0.303643725,0.30968974,0.424990225,0.380005555,0.763443289,0.724063909,0.720486108,0.466121528,0.407811107,0.815226973,0.378319136,0.220848879,0.269750916,0.210756668,0.044552872,0.861764301,0.178756273,0.064064154,0.477209459,0.318949689,0.145073622,0.489437671,0.412460546,0.176057211,0.363977173,0.227091239,0.068617539,0.464115962,0.260778304,0.110722817,0.514280389,0.746346895,0.640096004,0.445009589,0.322308649,0.121160355,0.529753233,0.582796305,0.345971547,0.69658323,0.161069502,0.076282219,0.259184665,0.164998781,0.037613328,0.633000458,0.454076875,0.217819791,0.434814684,0.464474579,0.217808566,0.05643856,0.062757602,0.011781965,hiphop
695,metal,0.360411899,0.435204583,0.494392901,0.529696965,0.532892367,0.478615694,0.749100443,0.303678828,0.254130532,0.861073251,0.311058785,0.167576816,0.100735359,0.043840002,0.00195584,0.792563191,0.186260143,0.06784541,0.499380527,0.206524384,0.075351716,0.326223349,0.151025075,0.025947896,0.421420867,0.177653269,0.045749635,0.424394484,0.247951262,0.102800932,0.482815935,0.743356048,0.636283145,0.46646068,0.247027071,0.075735354,0.458292178,0.470096806,0.227465965,0.528481537,0.135098501,0.061780892,0.421627834,0.151403525,0.03261094,0.633750718,0.281584643,0.088783871,0.518397478,0.287705172,0.084481289,0.078329397,0.047332454,0.008253333,metal
696,reggae,0.434210527,0.508729175,0.482250764,0.453888326,0.810492984,0.777001739,0.435346447,0.746759861,0.702448196,0.631303794,0.586782427,0.42444128,0.1074891,0.14650361,0.021564414,0.685107797,0.378336384,0.194583663,0.781024619,0.698739961,0.530241655,0.272537364,0.382478283,0.152072605,0.29654558,0.526283498,0.301187977,0.446020978,0.678293955,0.508437175,0.556994207,0.536268763,0.396696051,0.383647389,0.728195251,0.545924352,0.203635816,0.278436626,0.08274916,0.544753862,0.447558554,0.292417229,0.167607516,0.316686242,0.116607608,0.562354742,0.328071776,0.117976712,0.340274404,0.270001635,0.074542674,0.10348396,0.095144321,0.020532681,reggae
697,disco,0.38277512,0.439366084,0.471927875,0.403067934,0.655208258,0.605948422,0.648479788,0.385713897,0.330195037,0.822020867,0.368892983,0.213018115,0.037845928,0.021192091,0.000465877,0.629261808,0.271772313,0.117149839,0.521336843,0.350648837,0.168389219,0.179647627,0.140906111,0.022818424,0.353793015,0.163957233,0.040195136,0.460087569,0.210712928,0.081254035,0.494933212,0.602270031,0.467829186,0.43057198,0.288003172,0.099165872,0.22259142,0.243479999,0.064070319,0.5588436,0.237315425,0.12374578,0.279652424,0.10546996,0.018237827,0.569793094,0.16657865,0.034263804,0.399426169,0.170285989,0.030174215,0.098946586,0.092661333,0.019797442,disco
698,country,0.23344652,0.266293272,0.440706019,0.329352152,0.84662135,0.818306717,0.332291489,0.912035234,0.893236658,0.426704302,0.755544251,0.631883212,0.123783556,0.117747154,0.013948391,0.740839575,0.351825425,0.17366164,0.512954974,0.486273663,0.286310034,0.318298412,0.305417837,0.098474149,0.270285281,0.415256705,0.196021401,0.428445515,0.647041584,0.469270364,0.687475476,0.58523711,0.449003767,0.367117709,0.632373385,0.418285063,0.250019569,0.301115367,0.096140517,0.590365784,0.649468423,0.506619647,0.144547877,0.177817485,0.042643023,0.630687272,0.354438783,0.136365377,0.565964482,0.299209036,0.091272648,0.213893385,0.176336796,0.050462513,country
699,hiphop,0.321052632,0.364473328,0.464649538,0.790389618,0.540492013,0.486336953,0.676441208,0.633373972,0.57896279,0.758267819,0.451435824,0.285631383,0.351783752,0.309449173,0.095931578,0.867240562,0.208069029,0.079334518,0.576570119,0.563844556,0.366992879,0.52404434,0.638504483,0.413339389,0.421710541,0.545453865,0.321600009,0.531305315,0.551539734,0.35900615,0.355393466,0.756655402,0.653314675,0.509921589,0.610209772,0.391170213,0.475691877,0.583014539,0.346225026,0.775595022,0.320052347,0.18350354,0.302894213,0.487581933,0.256575992,0.609711571,0.539397382,0.302609685,0.207094291,0.551112154,0.305785281,0.060975933,0.041980191,0.007125335,hiphop
700,hiphop,0.40726817,0.467955022,0.488651383,0.530106213,0.734797038,0.692305487,0.647248122,0.576017643,0.518792334,0.804611943,0.392717161,0.233039712,0.4925213,0.449808918,0.202528172,0.87309432,0.16713065,0.058379664,0.467151535,0.557090197,0.359584677,0.65137515,0.623882646,0.394974911,0.382011226,0.373029944,0.161866332,0.524782735,0.485894159,0.291447746,0.502492824,0.736279567,0.627301727,0.479641155,0.51132669,0.281219847,0.624520121,0.719197042,0.522493701,0.660038501,0.286818889,0.158468009,0.225117017,0.269370514,0.087400936,0.633707186,0.599038116,0.370119344,0.514150559,0.712427007,0.509258745,0.057393796,0.064487733,0.012203469,hiphop
701,blues,0.575657895,0.575655223,0.454068071,0.445579665,0.751743133,0.711049398,0.433351028,0.738186964,0.692901138,0.613137593,0.603835698,0.443670989,0.135342075,0.145237965,0.021194448,0.739022553,0.273798361,0.118456577,0.528718044,0.421809649,0.226588988,0.335004331,0.346621588,0.125691663,0.321258821,0.302623755,0.11207823,0.442046548,0.332339196,0.159618983,0.683498476,0.622525205,0.490639853,0.401042465,0.393397265,0.173637515,0.296168227,0.380706163,0.151065479,0.824486125,0.478060867,0.321495938,0.212727967,0.212315725,0.05768848,0.633968622,0.374407494,0.151173634,0.550444005,0.324884295,0.107376803,0.179902884,0.181953394,0.052955504,blues
702,reggae,0.20123839,0.264896604,0.525745509,0.346647705,0.783997879,0.747072108,0.49425033,0.803390109,0.76637863,0.630501638,0.587545781,0.425293734,0.086714497,0.091601625,0.008458141,0.643031967,0.39354005,0.207077645,0.281105061,0.538660375,0.339742314,0.251821929,0.301379915,0.095985069,0.219340752,0.392983008,0.177604081,0.30873433,0.538516719,0.345070217,0.621110602,0.561291665,0.423089088,0.268790316,0.529217172,0.299778304,0.19902537,0.235611543,0.06019407,0.406023402,0.459410493,0.303577328,0.154682472,0.272409704,0.089152539,0.633889924,0.295980245,0.097383683,0.550892334,0.218819256,0.049305719,0.118449333,0.103325378,0.023030789,reggae
703,country,0.46398892,0.542976043,0.49215167,0.380529875,0.77230067,0.733956002,0.756101999,0.504842255,0.446268393,0.917930602,0.211937061,0.10011164,0.042357752,0.043635528,0.001937803,0.602622909,0.239679446,0.097306411,0.526772004,0.477267718,0.277566915,0.181089116,0.243475762,0.063790377,0.5289237,0.484216901,0.258722564,0.673113385,0.579028741,0.389289008,0.395504084,0.302658374,0.184204315,0.591105963,0.666078772,0.461254191,0.183830642,0.237259168,0.060995759,0.488302257,0.209466479,0.105563924,0.385813358,0.31581908,0.116035074,0.633892039,0.153731784,0.029739002,0.552043305,0.246340414,0.062230055,0.052538011,0.040392554,0.006800286,country
704,reggae,0.25862069,0.312654097,0.48570723,0.558511362,0.740115835,0.698175078,0.615889143,0.635339827,0.581052433,0.797055661,0.402734122,0.241684823,0.043449647,0.047572448,0.002299774,0.63279569,0.447531099,0.254364837,0.413248485,0.540204993,0.341384441,0.16955956,0.229651252,0.057071293,0.27059301,0.434196754,0.212387024,0.446042949,0.462919483,0.269388467,0.522947151,0.683180193,0.561701739,0.354621988,0.645626564,0.434931189,0.13074769,0.174383215,0.034151786,0.655580985,0.294963775,0.164475501,0.147932545,0.333879514,0.128246007,0.633868012,0.185844912,0.04163925,0.55209123,0.176692697,0.032432064,0.070209887,0.05542365,0.010052834,reggae
705,hiphop,0.303643725,0.390012399,0.512065727,0.512356295,0.647378731,0.597602299,0.696597239,0.483570663,0.425054557,0.812979095,0.381401011,0.223434952,0.143135617,0.149966434,0.022593007,0.769492468,0.165851823,0.057767259,0.533840222,0.278658385,0.117760057,0.333855597,0.412216536,0.175854937,0.472716401,0.269949199,0.092013244,0.554522881,0.203217521,0.077178029,0.476107405,0.795595034,0.704323537,0.571917082,0.303073103,0.108560802,0.387741763,0.465780394,0.223419139,0.796546316,0.26592457,0.143437438,0.372874876,0.267487759,0.086324432,0.63322663,0.27627699,0.085712805,0.488992463,0.44053232,0.19612169,0.019502746,0.023321956,0.003581336,hiphop
706,jazz,0.46398892,0.546253937,0.496602467,0.252107223,0.843680505,0.814923224,0.379841291,0.725325215,0.678642499,0.630828169,0.587235165,0.424946769,0.012248,0.017995176,0.000338115,0.496112376,0.536727274,0.342464039,0.614311055,0.297284839,0.130063955,0.085388101,0.113936436,0.015453347,0.238588775,0.259834732,0.086192847,0.427373931,0.415758666,0.226681403,0.649979044,0.427161768,0.289828411,0.331307776,0.492801038,0.262623775,0.052857371,0.062507145,0.005430321,0.718333053,0.456456931,0.300779662,0.096792255,0.101642636,0.01721632,0.633850915,0.116981878,0.018532425,0.550513573,0.043210395,0.002211522,0.090349457,0.103213906,0.022995971,jazz
707,pop,0.360411899,0.4311856,0.502984092,0.531586351,0.773153748,0.734910543,0.445642539,0.771998648,0.730754861,0.603982437,0.612249625,0.453302212,0.325293734,0.359129183,0.129159871,0.868052863,0.093570385,0.027307136,0.447197368,0.423459447,0.228034449,0.530715271,0.565440548,0.32573927,0.667901016,0.49690212,0.271191536,0.889269399,0.361232632,0.181620605,0.34376661,0.244746461,0.141002971,0.825460056,0.578507452,0.353958356,0.498101128,0.591370157,0.355999862,0.692709333,0.532987179,0.376803042,0.417728075,0.38735008,0.167934573,0.633885595,0.475195384,0.237514766,0.548975339,0.598330723,0.360001534,0.130071377,0.122138621,0.029215593,pop
708,metal,0.40726817,0.450026366,0.46100659,0.688405022,0.499086279,0.444573877,0.631856111,0.357592578,0.303765147,0.843881666,0.337339659,0.187670917,0.218436265,0.131258426,0.017320977,0.909145496,0.083536055,0.023723884,0.489432782,0.160522766,0.052656912,0.514399566,0.211761543,0.048929876,0.658091893,0.186375504,0.04946353,0.579519224,0.121429814,0.038385957,0.453723882,0.92099116,0.880151434,0.640731763,0.19823207,0.051867808,0.692962721,0.690146782,0.481860991,0.605870786,0.257657527,0.137641699,0.68801033,0.209719801,0.056479767,0.633690892,0.457624946,0.221069286,0.540956035,0.441247289,0.19675284,0.075304482,0.061460358,0.011469326,metal
709,metal,0.38277512,0.464320835,0.511756563,0.580725825,0.506555703,0.452052485,0.61935919,0.459191302,0.401002166,0.78956667,0.412481179,0.250225975,0.257312245,0.164090832,0.027036711,0.814123063,0.15192264,0.051262347,0.487436994,0.252485324,0.101409736,0.51952398,0.220099912,0.05264689,0.458086864,0.275045226,0.095015752,0.47571175,0.270582071,0.116950254,0.525965628,0.827441931,0.747306521,0.500338176,0.327721599,0.124828781,0.646836739,0.645792389,0.422993522,0.698113215,0.289668882,0.160560641,0.40000448,0.234257486,0.068402741,0.633892793,0.521834404,0.284021786,0.553512744,0.371909208,0.140262212,0.296362141,0.278442911,0.104321868,metal
710,metal,0.534055728,0.607023245,0.481594123,0.774154935,0.341892104,0.292830364,0.658885905,0.469984081,0.411615835,0.767112149,0.440703604,0.275674192,0.0287409,0.017545646,0.000321788,0.668171978,0.217864758,0.084736865,0.477569825,0.162605999,0.053611435,0.185163273,0.08379684,0.00890171,0.596953949,0.131591843,0.028415186,0.460719846,0.111543229,0.034402235,0.505420402,0.714016234,0.599411877,0.561165805,0.166648859,0.038757021,0.252013068,0.2585989,0.071856875,0.692833083,0.365022971,0.21958776,0.646632873,0.184694539,0.045466631,0.634098732,0.175532161,0.037603348,0.571690888,0.150871405,0.023829287,0.064876483,0.079042571,0.015954825,metal
711,classical,0.23344652,0.224321975,0.399297195,0.090922387,0.670801342,0.622649968,0.55044333,0.486924861,0.428385562,0.668501885,0.550264239,0.384572278,0.000979755,0.001369231,2.98E-06,0.29217311,0.795786078,0.668821696,0.503407191,0.074507813,0.019311127,0.015681473,0.041953052,0.002744166,0.20729578,0.148186567,0.034218834,0.254270764,0.20196624,0.076506102,0.739472141,0.233009441,0.132706146,0.235926299,0.234584014,0.069232417,0.011794742,0.02012615,0.000917668,0.731579514,0.429621957,0.275862922,0.213580478,0.114404212,0.020727827,0.633726885,0.02599392,0.001863544,0.552060311,0.000599876,5.27E-06,0.041791599,0.039435642,0.006606481,classical
712,jazz,0.46398892,0.483147348,0.471081861,0.336632506,0.609602652,0.557709456,0.437898721,0.597010283,0.540636092,0.611036596,0.605777043,0.445884779,0.013235684,0.008855084,8.55E-05,0.585628005,0.203393425,0.076808783,0.334997163,0.230680852,0.088625854,0.120092915,0.111205111,0.014786591,0.922493128,0.390986463,0.17599696,0.889309993,0.213680981,0.082892237,0.450032847,0.207465558,0.115183809,0.946957778,0.344802272,0.136758388,0.105901492,0.118245184,0.016692018,0.703210558,0.423330358,0.270151828,0.94862829,0.500251263,0.269102783,0.632090904,0.138985486,0.024933001,0.537138817,0.085734261,0.008003285,0.094011198,0.044910708,0.007736795,jazz
713,country,0.321052632,0.379323614,0.475673273,0.507577999,0.643615227,0.593599999,0.132889368,0.764423876,0.722227995,0.246677356,0.872372711,0.797827742,0.35643781,0.286031478,0.081979134,0.90487907,0.030142391,0.007302928,0.489174011,0.186855226,0.06523339,0.613312563,0.152919159,0.026555872,0.602472012,0.317710739,0.121993528,0.758512088,0.280463765,0.123378609,0.413953209,0.124476488,0.063310949,0.712705996,0.377635661,0.161199337,0.553543615,0.556529442,0.316140159,0.629860544,0.81899512,0.725977976,0.360722161,0.218635967,0.060683391,0.631184681,0.742801169,0.560719816,0.454283554,0.303584243,0.093924468,0.119245363,0.119585506,0.028340285,country
714,country,0.38277512,0.466729374,0.500932485,0.364425397,0.689968527,0.643324957,0.364894147,0.78350154,0.743755005,0.519504184,0.684797687,0.54027886,0.079604132,0.050100095,0.0025485,0.716047254,0.278764017,0.121686394,0.468048689,0.375812525,0.188043164,0.265933265,0.182485741,0.036953764,0.313078313,0.325525258,0.127290881,0.435835854,0.405934393,0.21822069,0.624719201,0.616021665,0.4832656,0.394216975,0.440982383,0.213964962,0.262234811,0.282880674,0.085294355,0.673562124,0.617083668,0.468818443,0.22633681,0.241306337,0.072033693,0.634668784,0.30113098,0.100556655,0.569584435,0.185509668,0.035672417,0.126966859,0.139141876,0.035333156,country
715,metal,0.287524366,0.312796614,0.448689993,0.541612374,0.636718764,0.586281974,0.658697501,0.461222019,0.402995017,0.823639294,0.366622177,0.211149415,0.044219737,0.024484879,0.000618823,0.663440835,0.226054645,0.089368671,0.467123745,0.410544649,0.216835676,0.216635371,0.194529545,0.041678171,0.546734428,0.301932128,0.11163354,0.470498735,0.418863717,0.229386738,0.481831928,0.716047568,0.601933515,0.532664472,0.398051147,0.177397596,0.298661354,0.34157618,0.122520117,0.407389834,0.279120674,0.152866454,0.615052591,0.345570138,0.136471769,0.594310535,0.156756915,0.030776167,0.40693685,0.261892469,0.070197846,0.270570754,0.242876938,0.083510395,metal
716,disco,0.46398892,0.486040446,0.475326972,0.565764233,0.607553671,0.555563451,0.71216169,0.464128084,0.405850251,0.824801784,0.36498494,0.209806391,0.195705535,0.197320885,0.0390636,0.762674828,0.0593698,0.015739849,0.499053903,0.270674791,0.112656462,0.410937308,0.443582734,0.202808829,0.672097341,0.441534942,0.218901874,0.823130057,0.245607333,0.101381018,0.289068715,0.249330799,0.144285604,0.780249452,0.418962782,0.194785372,0.437166554,0.498251755,0.254752933,0.64138085,0.249949597,0.132315229,0.510324953,0.432719464,0.205756241,0.633973729,0.361922136,0.141825777,0.552265151,0.493981335,0.24609968,0.062329185,0.041764606,0.00708094,disco
717,metal,0.38277512,0.455855317,0.483876325,0.538005817,0.541785536,0.487653678,0.634166051,0.451413247,0.393387044,0.806203066,0.390583742,0.231215809,0.102634712,0.070238168,0.004986205,0.74771884,0.163081991,0.056449602,0.42690151,0.219100534,0.082145818,0.335357965,0.196589904,0.042514733,0.500059122,0.212804384,0.061555623,0.47335433,0.236160876,0.095745209,0.519989024,0.742003251,0.634561839,0.506227906,0.288635602,0.099551735,0.444333073,0.458577319,0.216746759,0.557638075,0.304262684,0.171436017,0.499797694,0.201139204,0.052573133,0.460930789,0.296690977,0.097818512,0.236665574,0.301363322,0.092573624,0.086528511,0.11041638,0.025289899,metal
718,country,0.211323764,0.25363775,0.45152756,0.38263993,0.688494638,0.64172944,0.126208215,0.820905394,0.78645611,0.189195927,0.905068885,0.84754305,0.085724724,0.054544074,0.003016754,0.725453041,0.304697329,0.139180269,0.535777128,0.370657916,0.183934629,0.276992928,0.215342708,0.050509634,0.300006778,0.399346997,0.182774819,0.516683332,0.613216629,0.428592935,0.56214126,0.18984942,0.103526388,0.329148489,0.569824106,0.344088878,0.246178507,0.285880098,0.08703393,0.676462303,0.897322464,0.839510787,0.177147892,0.20003163,0.052078788,0.632720782,0.334652424,0.122442045,0.508631544,0.184503988,0.035295034,0.157454825,0.171234101,0.048245028,country
719,pop,0.287524366,0.354611142,0.497306265,0.482938039,0.780137027,0.742736324,0.727149285,0.474743501,0.416313607,0.873812906,0.290628484,0.15259495,0.250511203,0.324215071,0.105292574,0.813609248,0.097909795,0.028905467,0.520572295,0.47785479,0.278132898,0.45041567,0.575494511,0.337175505,0.79547005,0.532644898,0.307887835,0.881746697,0.28718903,0.127840544,0.376115107,0.207956886,0.115513937,0.871413178,0.408320904,0.185836132,0.386646508,0.486007972,0.242696861,0.469887995,0.203684518,0.101911043,0.543417662,0.562796686,0.335294241,0.633834378,0.380204192,0.155614648,0.550482654,0.629749291,0.39852634,0.045453339,0.054972353,0.009949476,pop
720,disco,0.339912281,0.4116465,0.485259325,0.518354377,0.726410734,0.683075799,0.75499825,0.467052545,0.408727551,0.922058271,0.203793246,0.095153607,0.178810872,0.244881537,0.060116487,0.768365412,0.21018536,0.080488978,0.576815229,0.547056826,0.348714871,0.357993291,0.574595303,0.33614464,0.470201656,0.34582086,0.141564088,0.495023812,0.291163673,0.130510661,0.520110751,0.779818549,0.683452078,0.52600912,0.377556865,0.161138305,0.37727188,0.502093576,0.258596046,0.656871411,0.169298302,0.081053506,0.418810513,0.340686989,0.133005146,0.633012617,0.260369652,0.076830253,0.540992133,0.607829382,0.371442115,0.0470454,0.046830947,0.008145531,disco
721,classical,0.191729323,0.268431029,0.534932395,0.131565942,0.687694448,0.640863608,0.482881271,0.49686822,0.438291159,0.632594911,0.585551715,0.423068557,0.005582734,0.006273071,4.44E-05,0.452602509,0.560770954,0.36833918,0.455917562,0.102177097,0.028745551,0.061165434,0.059036993,0.004845523,0.201602472,0.069287793,0.011063969,0.239219384,0.113068128,0.035006756,0.641425433,0.254849475,0.148268566,0.213699082,0.098596078,0.016751195,0.049923881,0.053172924,0.004135982,0.618057046,0.473442418,0.317018076,0.227555113,0.088179019,0.013838104,0.629687492,0.08311839,0.010485024,0.540449655,0.00855636,0.000143956,0.113434341,0.139263845,0.035378849,classical
722,blues,0.46398892,0.534425015,0.480540896,0.402656361,0.773548603,0.735352467,0.437673036,0.631559361,0.57703554,0.69392851,0.523938451,0.35693859,0.235194872,0.175434295,0.03089416,0.768589723,0.280045015,0.122525847,0.420386962,0.380606394,0.191902342,0.462623071,0.295017412,0.09212761,0.211785659,0.377841588,0.165595682,0.335029881,0.413961814,0.225122717,0.649156183,0.618107967,0.48562605,0.252974796,0.477980441,0.248201961,0.401280917,0.427693428,0.189283972,0.714632718,0.400529107,0.249870622,0.140155425,0.183090918,0.04480039,0.633802033,0.525445074,0.287795143,0.545133617,0.283288303,0.081943495,0.052856423,0.052931252,0.009486425,blues
723,metal,0.575657895,0.667835307,0.510269131,0.573830522,0.608479922,0.556533332,0.745568904,0.471053504,0.412670482,0.773751111,0.432509032,0.268175256,0.194468256,0.147396009,0.021827199,0.879586494,0.226970627,0.089893222,0.498562928,0.205853669,0.074996483,0.430710215,0.162391217,0.029701303,0.302877276,0.204063815,0.057416932,0.459654153,0.233811693,0.094365242,0.480041417,0.706296677,0.58987129,0.423811604,0.268611223,0.087691924,0.379087323,0.389869035,0.158180803,0.58945491,0.162279735,0.076978662,0.12676008,0.118891132,0.022034013,0.624219857,0.462179379,0.225275626,0.30718582,0.263394571,0.070992807,0.110727837,0.081716454,0.016683914,metal
724,blues,0.434210527,0.520130546,0.498457469,0.461583027,0.685776691,0.638789665,0.666310498,0.474405204,0.415979347,0.853306401,0.323105101,0.176672496,0.10260019,0.062922949,0.004006975,0.759333454,0.21357865,0.082354626,0.398555851,0.31079909,0.13933862,0.310911494,0.221227313,0.053159865,0.410286055,0.208443114,0.059473301,0.564432662,0.194162316,0.072370464,0.505404466,0.757835101,0.654835018,0.537606888,0.300337868,0.106824526,0.33420865,0.375693253,0.147241976,0.63946336,0.24057219,0.125935614,0.258872623,0.174167253,0.041179831,0.573258616,0.275199261,0.085095786,0.244361076,0.311073018,0.098551538,0.070767108,0.063088112,0.011862084,blues
725,classical,0.339912281,0.396667949,0.474831522,0.280307046,0.586583314,0.533705383,0.611137685,0.326943864,0.275381942,0.816021894,0.377224942,0.219933769,0.010890206,0.006410088,4.62E-05,0.357875322,0.456814121,0.26295412,0.628056542,0.296853863,0.129772992,0.08576559,0.106255381,0.013615384,0.247267848,0.224239543,0.067178519,0.26426794,0.46933458,0.275465272,0.385290403,0.129451036,0.066202512,0.250252582,0.30517155,0.109902197,0.102743684,0.132495367,0.020542644,0.608639102,0.345188857,0.20336014,0.276327479,0.138254792,0.028097979,0.633866236,0.094194971,0.012876741,0.552146112,0.06101691,0.004200303,0.105076021,0.118342112,0.027918092,classical
726,disco,0.40726817,0.48366041,0.485064022,0.478694501,0.647872658,0.598128038,0.780636322,0.362023298,0.307904779,0.946297362,0.15232535,0.065873543,0.126169385,0.119362541,0.014332411,0.743429131,0.175242622,0.062323844,0.38188003,0.462771534,0.263766491,0.326928868,0.334145792,0.117101025,0.434120268,0.500500614,0.274781592,0.563108604,0.641000134,0.461874341,0.316583367,0.274369153,0.162630692,0.486899343,0.642053059,0.430410977,0.379914158,0.43062061,0.191807194,0.590862986,0.214342562,0.108677099,0.348004211,0.36367201,0.149707278,0.633934088,0.264988145,0.079359502,0.552049489,0.391705231,0.155417757,0.06455807,0.073053333,0.014366702,disco
727,rock,0.38277512,0.46752747,0.487992127,0.481255334,0.764066878,0.72475923,0.711510087,0.470148392,0.411777832,0.858651614,0.314846559,0.170415861,0.104622522,0.071784097,0.005206834,0.748565139,0.222932272,0.087590445,0.491472446,0.45791338,0.259216773,0.306347052,0.272243345,0.078967482,0.448038125,0.334018692,0.133173519,0.557966249,0.235847196,0.095560449,0.503765231,0.76970124,0.670214442,0.547801539,0.347719201,0.138849368,0.332604254,0.394478426,0.161822004,0.620355108,0.251514588,0.133390678,0.355113955,0.306662865,0.110074825,0.601162274,0.271951963,0.083249997,0.566524276,0.343616956,0.119951325,0.064398864,0.048542383,0.008515208,rock
728,rock,0.46398892,0.337266806,0.344758632,0.520541793,0.566198905,0.512641888,0.395127824,0.651725215,0.598539971,0.545489275,0.663397186,0.513889308,0.260851035,0.142626978,0.020441333,0.881380715,0.04133585,0.010376375,0.460177695,0.246495344,0.097822007,0.539851636,0.241274746,0.062695668,0.589926564,0.331772467,0.131605091,0.659984789,0.32623347,0.155135969,0.299017115,0.050996865,0.0238348,0.649359226,0.4194825,0.195227768,0.658819778,0.673574406,0.459417568,0.575803965,0.498206249,0.341341359,0.495586138,0.263171009,0.08388092,0.631944986,0.548485748,0.312459269,0.445654831,0.414200659,0.173583282,0.04258763,0.035463966,0.005819055,rock
729,disco,0.321052632,0.396026622,0.489569601,0.537321364,0.549574603,0.495597905,0.538215286,0.638671542,0.584598064,0.737762222,0.475556476,0.308572975,0.173252584,0.111379847,0.0124855,0.79318745,0.031343985,0.007623476,0.466200942,0.256756235,0.104002899,0.429751022,0.222287289,0.053644423,0.651284259,0.269887546,0.091977207,0.733091466,0.188917267,0.069644161,0.31898159,0.09105844,0.044606075,0.729093966,0.304428941,0.10942657,0.502520787,0.520099932,0.276991638,0.422468765,0.363024153,0.217930032,0.532193339,0.278585294,0.092764344,0.627860213,0.424249886,0.191451651,0.438266281,0.365169882,0.135280059,0.037015416,0.04034753,0.006791132,disco
730,hiphop,0.360411899,0.431157097,0.487698059,0.6941264,0.659481778,0.610515183,0.580737522,0.802648588,0.765531814,0.579204715,0.634447868,0.479166996,0.039737299,0.062979837,0.004014177,0.554699424,0.378077314,0.194373896,0.448113544,0.547650124,0.349353147,0.147662693,0.27017384,0.077821757,0.381354534,0.410440456,0.191963104,0.396446755,0.370934049,0.189299442,0.394137419,0.642218503,0.513259296,0.419357549,0.443172381,0.215921327,0.136076873,0.173586632,0.033861099,0.649261191,0.077525596,0.032652012,0.329780453,0.393688758,0.172990005,0.629207399,0.077164152,0.009296005,0.526238841,0.30290125,0.093508008,0.04521453,0.037916377,0.006302042,hiphop
731,pop,0.20123839,0.242592672,0.445468297,0.331379743,0.762925017,0.723486152,0.52211955,0.715971231,0.668321285,0.687437963,0.530771531,0.364021964,0.273886764,0.2077825,0.043306668,0.762443169,0.157572152,0.053864118,0.677305594,0.388130543,0.198033648,0.483279752,0.527129545,0.283968641,0.505892857,0.553519227,0.330386096,0.746812885,0.577883925,0.388004362,0.391252696,0.167673615,0.089346875,0.605867044,0.746483679,0.572207234,0.470145858,0.577927688,0.340340766,0.739489396,0.481590612,0.324936352,0.323394819,0.342190153,0.134067561,0.633954273,0.505480043,0.267241655,0.557493602,0.49270813,0.244843303,0.082389153,0.090673667,0.019216574,pop
732,rock,0.360411899,0.280573489,0.366127472,0.35098457,0.727249074,0.683997078,0.428493255,0.622135172,0.567051134,0.57212247,0.640645317,0.486505907,0.212318399,0.135041469,0.018330646,0.663400888,0.25170271,0.104552026,0.588723408,0.347460726,0.165971517,0.446575756,0.350150599,0.128176782,0.286163003,0.223252816,0.066684017,0.289390538,0.246823651,0.102116776,0.634834701,0.554582888,0.415944012,0.316066736,0.260386199,0.083034473,0.460698406,0.508413662,0.264980812,0.565284175,0.41083751,0.258958906,0.259389208,0.182725636,0.044649314,0.634301558,0.51415811,0.276082132,0.551124229,0.325577417,0.107829684,0.133335102,0.127374849,0.031046125,rock
733,country,0.38277512,0.456453889,0.484815196,0.407284714,0.725244936,0.681795201,0.573004355,0.505728758,0.447157089,0.808979336,0.386840627,0.228030509,0.118758868,0.077393387,0.006047473,0.725065909,0.250711866,0.103946371,0.546545101,0.409893072,0.216277751,0.326004994,0.25464027,0.069488791,0.338755748,0.26646436,0.089987025,0.454686029,0.325303227,0.15445805,0.599091264,0.622602141,0.490727373,0.413982436,0.375737173,0.159732031,0.345578966,0.400233676,0.166426481,0.510167663,0.343477662,0.201983226,0.223725523,0.143940875,0.030010354,0.633859427,0.307473847,0.104533461,0.548225546,0.318657763,0.103351291,0.060339109,0.067054549,0.012838371,country
